"Artist","Track","streams","Lookup","id","artist_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","explicit","song_popularity","album_name","album_id","cluster"
"Hotel Apache","Dialtone",234,"Hotel%20Apache%20Dialtone%20%20","0IsB9kYyUfWVxFP85bFAmX","2zKbqRqx22axcZA2mUw71Y",0.584,0.845,"9",-8.835,"1",0.0384,0.00322,0.000393,0.109,0.72,120.038,224000,"4",FALSE,38,"Dialtone","0fBvgPPG4ivVersSP7GvoR","7: Dance Songs"
"Hotel Apache","Stay",14,"Hotel%20Apache%20Stay%20%20","1mSeH8fuRPe0eKLCfsbdet","2zKbqRqx22axcZA2mUw71Y",0.623,0.852,"0",-6.004,"1",0.0441,0.0124,0,0.129,0.789,108.007,207778,"4",FALSE,39,"I'll Explain Later","4cWNuV3nsNGtOpBnX8LvFH","7: Dance Songs"
"Howie Day","Collide",27,"Howie%20Day%20Collide%20%20","6dwkFmLUz6hx2CZG2EqLol","0ekbDNE2eOq8QiaXM34wer",0.636,0.625,"11",-7.895,"1",0.0277,0.222,0.0000535,0.119,0.342,93.931,249120,"4",FALSE,67,"Stop All The World Now","0bQBS1GmZ2sqbHcqiQnldn","8: Anthem Songs"
"HRVY","Good Vibes",63,"HRVY%20Good%20Vibes%20%20","53kWAAfx7IopXRa31MQHB8","28y6CyJNkGNjJQKrlx4AmN",0.558,0.877,"10",-3.392,"1",0.145,0.274,0,0.162,0.762,99.988,170280,"4",FALSE,69,"Good Vibes","4jNGoT2765DZqZA1rlT3DL","7: Dance Songs"
"Huey Lewis & The News","Hip to Be Square",12,"Huey%20Lewis%20&%20The%20News%20Hip%20to%20Be%20Square%20%20","2olVm1lHicpveMAo4AUDRB","7A9yZMTrFZcgEWAX2kBfK6",0.768,0.829,"5",-5.109,"1",0.0313,0.0964,0.0000292,0.097,0.962,118.773,234333,"4",FALSE,76,"Greatest Hits: Huey Lewis And The News","0u34k1ANjgZ47uQfG9yaLj","7: Dance Songs"
"Hyper Potions","Time Trials",63,"Hyper%20Potions%20Time%20Trials%20%20","4FM8p97PmVN9GXSdjjobQG","1KkjjsBwGqU2YjS9OIucZV",0.418,0.927,"2",-3.011,"1",0.0339,0.000107,0.931,0.227,0.389,175.012,202971,"4",FALSE,37,"Time Trials","1MdC9yiSquIzhRUZu8mV5h","1: Instrumental Songs"
"Idina Menzel","Let It Go - From Frozen/Soundtrack Version",25,"Idina%20Menzel%20Let%20It%20Go","0qcr5FMsEO85NAQjrlDRKo","73Np75Wv2tju61Eo9Zw4IR",0.543,0.485,"8",-6.85,"1",0.0305,0.558,0,0.12,0.371,136.961,223840,"4",FALSE,77,"Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","7lZs5r4oQV2nutddffLrg0","4: Sad Bops"
"Iggy Azalea","Black Widow",151,"Iggy%20Azalea%20Black%20Widow%20%20","7pNC5ZIKtwUK0ReSpM3P9f","5yG7ZAZafVaAlMTeBybKAL",0.743,0.72,"11",-3.753,"1",0.124,0.192,0.000386,0.109,0.519,163.99,209423,"4",TRUE,67,"The New Classic","3r51pg8BwnjazLJlW6dJIh","7: Dance Songs"
"Iggy Azalea","Fancy",38,"Iggy%20Azalea%20Fancy%20%20","3oiMJQAWVaxSubJ7b2VUtX","5yG7ZAZafVaAlMTeBybKAL",0.912,0.716,"10",-4.141,"0",0.0697,0.0904,0,0.0491,0.377,94.981,199938,"4",TRUE,70,"The New Classic (Deluxe Version)","5kfo2COwQYeYR3cE69aSgx","8: Anthem Songs"
"Iggy Azalea","Team",10,"Iggy%20Azalea%20Team%20%20","2bocAPQcUTLUXx8lAOTiK3","5yG7ZAZafVaAlMTeBybKAL",0.891,0.692,"4",-4.989,"1",0.0673,0.0545,0,0.608,0.218,100.023,209467,"4",TRUE,62,"Team","0CDGwILyNsCvHNhYSPhTUJ","5: Live Songs"
"Illenium","Good Things Fall Apart (with Jon Bellion)",18,"Illenium%20Good%20Things%20Fall%20Apart%20(with%20Jon%20Bellion)%20%20","3LxG9HkMMFP0MZuiw3O2rF","45eNHdiiabvmbp4erw26rg",0.643,0.603,"2",-5.416,"1",0.0311,0.012,0,0.118,0.42,144.01,216668,"4",FALSE,64,"ASCEND","60xcVwuQJAOyu11xf9mObS","8: Anthem Songs"
"Illenium","Luv Me a Little",40,"Illenium%20Luv%20Me%20a%20Little%20%20","1SFA5zEVOsLhEg7ynbvQFT","45eNHdiiabvmbp4erw26rg",0.478,0.769,"5",-5.092,"1",0.0448,0.168,0,0.156,0.157,155.998,224615,"4",FALSE,65,"Luv Me A Little","7rZOkDS1qDISQN3kValLId","6: Energy Pop"
"Imagine Dragons","Demons",12,"Imagine%20Dragons%20Demons%20%20","3LlAyCYU26dvFZBDUIMb7a","53XhwfbYqKCa1cC15pYq2q",0.505,0.71,"3",-3.015,"1",0.0321,0.19,0.00025,0.329,0.428,89.938,175200,"4",FALSE,76,"Night Visions","6htgf3qv7vGcsdxLCDxKp8","8: Anthem Songs"
"Imagine Dragons","Radioactive",7,"Imagine%20Dragons%20Radioactive%20%20","4G8gkOterJn0Ywt6uhqbhp","53XhwfbYqKCa1cC15pYq2q",0.448,0.784,"9",-3.686,"1",0.0627,0.106,0.000108,0.668,0.236,136.245,186813,"4",FALSE,74,"Night Visions","6htgf3qv7vGcsdxLCDxKp8","5: Live Songs"
"Ingrid Michaelson","Girls Chase Boys",5,"Ingrid%20Michaelson%20Girls%20Chase%20Boys%20%20","3tInTDUq8wdIMw5ftohmqJ","2vm8GdHyrJh2O2MfbQFYG0",0.518,0.828,"8",-5.725,"1",0.04,0.03,0.0000133,0.0456,0.69,84.835,221413,"4",FALSE,57,"Lights Out","20vMfB4zgelkULugladUD3","8: Anthem Songs"
"Inna","Good Time (feat. Pitbull)",5,"Inna%20Good%20Time%20(feat.%20Pitbull)%20%20","1bLVsavnUruupOI0Pxdm6I","2w9zwq3AktTeYYMuhMjju8",0.727,0.827,"6",-3.109,"1",0.0627,0.119,0,0.825,0.681,128.012,203920,"4",FALSE,44,"Good Time (feat. Pitbull)","1MiqNzBTyRXLH4QMbJRkj9","5: Live Songs"
"Irene Cara","What a Feeling",6,"Irene%20Cara%20What%20a%20Feeling%20%20","0aAR5HogGoT68EWFbyRFqx","3oZa8Xs6IjlIUGLAhVyK4G",0.532,0.729,"10",-6.84,"1",0.0474,0.382,0,0.366,0.595,121.97,244533,"4",FALSE,72,"What A Feeling","7C65CLdoGCQZ739kfYVcwY","5: Live Songs"
"James Arthur","Remember Who I Was",16,"James%20Arthur%20Remember%20Who%20I%20Was%20%20","0N5iX9O78Wsg0bzaU9qHIL","4IWBUUAFIplrNtaOHcJPRM",0.35,0.34,"8",-9.124,"1",0.0491,0.848,0.00000941,0.112,0.182,79.559,177933,"4",FALSE,46,"Back from the Edge","7oiJYvEJHsmYtrgviAVIBD","2. ""The Feels"""
"James Blunt","You're Beautiful",10,"James%20Blunt%20Youre%20Beautiful%20%20","0vg4WnUWvze6pBOJDTq99k","7KMqksf0UMdyA0UCf4R3ux",0.675,0.479,"0",-9.87,"0",0.0278,0.633,0.0000176,0.088,0.454,81.998,209493,"4",TRUE,78,"Back to Bedlam","1ekaxA9Q5GzUPCepx4wzMF","4: Sad Bops"
"James Newton Howard","The Hanging Tree",8,"James%20Newton%20Howard%20The%20Hanging%20Tree%20%20","416MsJxvxSKY96DCmbJIRs","2M4eNCvV3CJUswavkhAQg2",0.213,0.0743,"9",-18.071,"0",0.0408,0.344,0.0000345,0.212,0.145,53.863,218507,"4",FALSE,68,"The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score)","44qAUS0siEj2plisdS25xw","2. ""The Feels"""
"Jason Aldean","Don't You Wanna Stay",11,"Jason%20Aldean%20Dont%20You%20Wanna%20Stay%20%20","7CZiLgkiVHhFcDkI2Y4lZ4","3FfvYsEGaIb52QPXhg4DcH",0.445,0.631,"11",-4.798,"1",0.0304,0.129,0,0.0911,0.152,143.846,256440,"4",FALSE,63,"My Kinda Party","6gYk1JlSSmlUZGs1Lef1BI","6: Energy Pop"
"Jason Weaver","I Just Can't Wait To Be King - From The Lion King/Soundtrack Version",14,"Jason%20Weaver%20I%20Just%20Cant%20Wait%20To%20Be%20King%20-%20From%20The%20Lion%20King/Soundtrack%20Version%20%20","2hmX7OquuyHXFphptTW68R","1W90Na0WyqYkbQkKiBvrPV",0.546,0.62,"0",-7.858,"1",0.139,0.46,0.00000917,0.132,0.829,103.266,182400,"4",FALSE,47,"The Lion King: Original Broadway Cast Recording","1y6p6tINBthUWsQVQJmiYK","7: Dance Songs"
"Jay Cosmic","One Way Dream",31,"Jay%20Cosmic%20One%20Way%20Dream%20%20","35kDHnK9qdSKBaKBzIWFZ6","0p7L2MImTqtWEAlMN9qHYx",0.435,0.887,"5",-6.706,"1",0.0547,0.0023,0.000132,0.0656,0.0808,171.956,164041,"4",FALSE,45,"One Way Dream","4JN07LabEjdu9keqOUBD1S","6: Energy Pop"
"Jennifer Lopez","Live It Up",15,"Jennifer%20Lopez%20Live%20It%20Up%20%20","2FHdoPa5aWaAmjuf362KJ0","2DlGxzQSjYe5N6G9nkYghR",0.692,0.728,"6",-5.13,"1",0.171,0.0131,0,0.329,0.642,127.995,243787,"4",FALSE,56,"Live It Up","5fnPOybc8Zo7IYvWbvrCKR","3: ""Speak"" Pop"
"Jennifer Lopez","On the Floor",19,"Jennifer%20Lopez%20On%20the%20Floor%20%20","3C0nOe05EIt1390bVABLyN","2DlGxzQSjYe5N6G9nkYghR",0.73,0.777,"3",-5.194,"0",0.0496,0.105,0.000478,0.0691,0.575,130,284867,"4",FALSE,80,"Love?","3sysiYphqNRQw7VKLCg1yE","7: Dance Songs"
"Jennifer Lopez","On The Floor - Radio Edit",5,"Jennifer%20Lopez%20On%20The%20Floor%20-%20Radio%20Edit%20%20","0Oe49j06Bjrxs8PltuVeaW","2DlGxzQSjYe5N6G9nkYghR",0.758,0.686,"11",-6.346,"1",0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,"4",FALSE,75,"On The Floor","543NK5YT3RjGmP7nFzWJPm","8: Anthem Songs"
"Jennifer Lopez","Waiting for Tonight",7,"Jennifer%20Lopez%20Waiting%20for%20Tonight%20%20","5yaCquc7koPqtgj7v0lwHX","2DlGxzQSjYe5N6G9nkYghR",0.695,0.945,"10",-6.165,"0",0.0418,0.00341,0.0727,0.103,0.84,125.013,246427,"4",FALSE,67,"On The 6","3Gby5NNeNYkMgAnrtEA3lc","7: Dance Songs"
"Jermaine Stewart","We Don't Have To Take Our Clothes Off - 7'' Version",13,"Jermaine%20Stewart%20We%20Dont%20Have%20To%20Take%20Our%20Clothes%20Off","7o9KG7iQY8KACz7PZXYpyv","7FAkzV0YOw0EIXFhmY4RE3",0.816,0.707,"6",-8.601,"0",0.0363,0.0244,0.000142,0.0469,0.922,123.084,293240,"4",FALSE,64,"Frantic Romantic","3OCmVGmewrfW3eZmLhRAIX","7: Dance Songs"
"Jess Glynne","Ain't Got Far to Go",22,"Jess%20Glynne%20Aint%20Got%20Far%20to%20Go%20%20","4obmNfBDRw9zS4yAi7oLuo","4ScCswdRlyA23odg9thgIO",0.491,0.841,"5",-4.696,"0",0.0761,0.0033,0,0.547,0.615,143.974,203499,"4",FALSE,43,"I Cry When I Laugh","6AGmGousDdMGevlVZO04LO","5: Live Songs"
"Jess Glynne","All I Am",22,"Jess%20Glynne%20All%20I%20Am%20%20","6X6SdJzxyw7GzxwP2fr9WV","4ScCswdRlyA23odg9thgIO",0.74,0.669,"0",-5.199,"1",0.0373,0.0445,0,0.184,0.536,122.007,218868,"4",FALSE,56,"All I Am","5OcUNJc5661j2QGSJkJC7L","7: Dance Songs"
"Jess Glynne","Don't Be So Hard on Yourself",45,"Jess%20Glynne%20Dont%20Be%20So%20Hard%20on%20Yourself%20%20","6jF1nHIMESqft9p33tQYPn","4ScCswdRlyA23odg9thgIO",0.571,0.815,"6",-3.267,"1",0.0321,0.0608,0,0.163,0.664,120.008,211460,"4",FALSE,57,"I Cry When I Laugh","6AGmGousDdMGevlVZO04LO","7: Dance Songs"
"Jess Glynne","Gave Me Something",22,"Jess%20Glynne%20Gave%20Me%20Something%20%20","1N3Oiw9168hVj7UxqVd5YD","4ScCswdRlyA23odg9thgIO",0.589,0.83,"1",-5.547,"1",0.0984,0.0345,0,0.344,0.601,94.999,207145,"4",FALSE,36,"I Cry When I Laugh","6AGmGousDdMGevlVZO04LO","5: Live Songs"
"Jess Glynne","Hold My Hand",57,"Jess%20Glynne%20Hold%20My%20Hand%20%20","3iAD903jI8tHlM6Cn1zMax","4ScCswdRlyA23odg9thgIO",0.642,0.823,"0",-5.717,"1",0.0289,0.00159,0,0.0776,0.431,122.977,227344,"4",FALSE,56,"I Cry When I Laugh","6AGmGousDdMGevlVZO04LO","8: Anthem Songs"
"Jess Glynne","I'll Be There",53,"Jess%20Glynne%20Ill%20Be%20There%20%20","4r1CoAATVuxag55Ct3Y1aX","4ScCswdRlyA23odg9thgIO",0.627,0.858,"7",-3.116,"1",0.0394,0.0288,0,0.199,0.399,100.074,194387,"4",FALSE,70,"Always in Between (Deluxe)","7GCY1J01hcEpdgeY0vtSsN","8: Anthem Songs"
"Jess Glynne","My Love - Acoustic",12,"Jess%20Glynne%20My%20Love%20-%20Acoustic%20%20","4DFfEiSy8xyYhNkrgAzXx0","4ScCswdRlyA23odg9thgIO",0.759,0.268,"0",-7.027,"0",0.0469,0.918,0.00000363,0.111,0.589,109.85,182740,"4",FALSE,39,"I Cry When I Laugh","6AGmGousDdMGevlVZO04LO","4: Sad Bops"
"Jess Glynne","Take Me Home",28,"Jess%20Glynne%20Take%20Me%20Home%20%20","5SIe3gy33G2i0oMexandjR","4ScCswdRlyA23odg9thgIO",0.558,0.451,"9",-6.163,"1",0.0388,0.292,0,0.101,0.238,150.008,265382,"4",FALSE,58,"I Cry When I Laugh","6AGmGousDdMGevlVZO04LO","4: Sad Bops"
"Jess Glynne","You Can Find Me",21,"Jess%20Glynne%20You%20Can%20Find%20Me%20%20","13PEU8YYA0HCrWXsLSvUtP","4ScCswdRlyA23odg9thgIO",0.715,0.639,"6",-6.101,"1",0.0574,0.000123,0,0.535,0.791,122.975,207210,"4",FALSE,31,"I Cry When I Laugh","6AGmGousDdMGevlVZO04LO","5: Live Songs"
"Jessica Mauboy","We Got Love",37,"Jessica%20Mauboy%20We%20Got%20Love%20%20","7kqujRWNEBhrpYt0eV0uw5","6rHWAH6F4mr2AViSxMV673",0.606,0.82,"7",-4.227,"1",0.0731,0.00426,0,0.226,0.298,113.99,202247,"4",FALSE,48,"We Got Love","0ECfA035E0wh6Z0RQfYyrg","8: Anthem Songs"
"Jessica Sanchez","Tonight",17,"Jessica%20Sanchez%20Tonight%20%20","77SmcCYSHPUqwjFCEnqjAX","3xBbmWwDPhEaGcwWgBarkI",0.633,0.77,"7",-4.409,"1",0.0398,0.0192,0,0.0773,0.533,125.03,238293,"4",FALSE,33,"Me, You & The Music","3DdyiWsJLZHdg37VNAjOCf","8: Anthem Songs"
"Jessica Simpson","I Think I'm in Love with You",9,"Jessica%20Simpson%20I%20Think%20Im%20in%20Love%20with%20You%20%20","34PsixEmIceg39NpaYxBsH","2tFN9ubMXEhdAQvdQxcsma",0.715,0.815,"9",-5.867,"1",0.0576,0.0689,0,0.233,0.804,106.001,197693,"4",FALSE,54,"Sweet Kisses","2z4kcQqO0W8des2nWq5ECY","7: Dance Songs"
"Jessie J","Bang Bang",37,"Jessie%20J%20Bang%20Bang%20%20","0puf9yIluy9W0vpMEUoAnN","2gsggkzM5R49q6jpPvazou",0.706,0.786,"0",-3.417,"0",0.091,0.26,0,0.38,0.751,150.028,199387,"4",FALSE,81,"Sweet Talker (Deluxe Version)","2rDIivxBafNKpgRqlzIRSb","5: Live Songs"
"Jessie J","Domino",47,"Jessie%20J%20Domino%20%20","6MAdEUilV2p9RQUqE5bMAK","2gsggkzM5R49q6jpPvazou",0.757,0.547,"7",-4.573,"1",0.0355,0.0115,0,0.0445,0.793,126.977,231693,"4",FALSE,68,"Who You Are (Platinum Edition)","3ga4adzUpLaS2LDcoqfs2r","7: Dance Songs"
"Jessie J","Flashlight - From Pitch Perfect 2",27,"Jessie%20J%20Flashlight%20-%20From%20Pitch%20Perfect%202%20%20","6SkoBaMd0lzoQjID5aV2d9","2gsggkzM5R49q6jpPvazou",0.379,0.618,"5",-7.065,"1",0.0586,0.337,0.0000051,0.102,0.4,147.53,209560,"4",FALSE,61,"Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack)","2ZeHAc9olOJ70wqPjHXhZE","6: Energy Pop"
"Jessie J","Part Of Your World - From The Little Mermaid",30,"Jessie%20J%20Part%20Of%20Your%20World%20-%20From%20The%20Little%20Mermaid%20%20","4UW8c9JSzoyjErfmmMkInw","2gsggkzM5R49q6jpPvazou",0.323,0.248,"5",-10.074,"1",0.0338,0.926,0,0.0806,0.324,86.186,200240,"3",FALSE,44,"We Love Disney","3VZhtobnayfWeRS5Nm2uSu","2. ""The Feels"""
"Jessie J","Price Tag",20,"Jessie%20J%20Price%20Tag%20%20","5mvKuE9Lf9ARVXVXA32kK9","2gsggkzM5R49q6jpPvazou",0.638,0.831,"5",-3.944,"1",0.182,0.0281,0.00000306,0.277,0.685,175.038,223053,"4",FALSE,65,"Who You Are (Platinum Edition)","3ga4adzUpLaS2LDcoqfs2r","3: ""Speak"" Pop"
"Jessie J","Who You Are",9,"Jessie%20J%20Who%20You%20Are%20%20","65lIGCfW59BxcEJnnIOCq3","2gsggkzM5R49q6jpPvazou",0.534,0.667,"9",-3.91,"1",0.0336,0.0233,0.0000073,0.261,0.215,136.043,230773,"4",FALSE,51,"Who You Are (Platinum Edition)","3ga4adzUpLaS2LDcoqfs2r","8: Anthem Songs"
"Jesus Culture","Alleluia - Live",108,"Jesus%20Culture%20Alleluia%20-%20Live%20%20","4FmpJYb8ng0grrLjzDhQBB","0Onvkz1Nbs4wHXXUwOIGk8",0.274,0.627,"5",-6.896,"1",0.044,0.00202,0.0000205,0.121,0.0871,139.966,484200,"4",FALSE,45,"Live From New York","6td3dp0Q2whXxXpvG8vXvP","6: Energy Pop"
"Jesus Culture","Anything Can Happen - Live",136,"Jesus%20Culture%20Anything%20Can%20Happen%20-%20Live%20%20","0eru4ZSTLmru5RwhdrXpDK","0Onvkz1Nbs4wHXXUwOIGk8",0.375,0.644,"9",-5.764,"1",0.0357,0.0373,0,0.96,0.251,143.647,367638,"4",FALSE,23,"Love Has A Name (Deluxe/Live)","5acKLBGuSEu7LkrXdG41PA","5: Live Songs"
"Jesus Culture","Forevermore - Live",51,"Jesus%20Culture%20Forevermore%20-%20Live%20%20","1OAR8UvlFcPngQ8LzTKORh","0Onvkz1Nbs4wHXXUwOIGk8",0.437,0.904,"6",-5.636,"1",0.0584,0.000042,0.0076,0.558,0.324,139.985,363360,"4",FALSE,28,"Live From New York","6td3dp0Q2whXxXpvG8vXvP","5: Live Songs"
"Jesus Culture","Halls Of Heaven - Live",14,"Jesus%20Culture%20Halls%20Of%20Heaven%20-%20Live%20%20","70TzqOqUzJsZTLilqh9LzX","0Onvkz1Nbs4wHXXUwOIGk8",0.449,0.915,"0",-4.364,"1",0.04,0.0336,0,0.77,0.356,101.937,306403,"4",FALSE,35,"Love Has A Name (Deluxe/Live)","5acKLBGuSEu7LkrXdG41PA","5: Live Songs"
"Jesus Culture","Make A Way - Live",33,"Jesus%20Culture%20Make%20A%20Way%20-%20Live%20%20","3grRFf8VgUXAnab6MX130k","0Onvkz1Nbs4wHXXUwOIGk8",0.274,0.636,"2",-4.884,"1",0.0305,0.129,0.00000949,0.85,0.145,157.831,356136,"4",FALSE,23,"Love Has A Name (Deluxe/Live)","5acKLBGuSEu7LkrXdG41PA","5: Live Songs"
"Jesus Culture","Make Us One - Live",15,"Jesus%20Culture%20Make%20Us%20One%20-%20Live%20%20","7wYEVvbfVViZgTSaDmxKTk","0Onvkz1Nbs4wHXXUwOIGk8",0.531,0.813,"0",-5.191,"1",0.0341,0.0654,0,0.703,0.176,98.987,382691,"4",FALSE,26,"Love Has A Name (Deluxe/Live)","5acKLBGuSEu7LkrXdG41PA","5: Live Songs"
"Jesus Culture","Miracles - Live",169,"Jesus%20Culture%20Miracles%20-%20Live%20%20","3sS3krMEoOsTSAPNtsTobt","0Onvkz1Nbs4wHXXUwOIGk8",0.375,0.681,"2",-7.758,"1",0.0404,0.00122,0.00265,0.632,0.0676,143.885,518680,"4",FALSE,49,"Let It Echo (Live)","6UUG6SxdjbHC8ALwmKS1HO","5: Live Songs"
"Jesus Culture","More Than Enough - Live",9,"Jesus%20Culture%20More%20Than%20Enough%20-%20Live%20%20","6EIDCcB7NlRox5jIrErS8b","0Onvkz1Nbs4wHXXUwOIGk8",0.319,0.698,"5",-6.396,"1",0.0393,0.0258,0,0.699,0.16,143.629,516373,"4",FALSE,46,"Church Volume One (Live)","06wlpmt4p99xMXHibcgoVj","5: Live Songs"
"Jesus Culture","Set A Fire - Live",209,"Jesus%20Culture%20Set%20A%20Fire%20-%20Live%20%20","0WFaQNCdmyONO7GIWL8mDZ","0Onvkz1Nbs4wHXXUwOIGk8",0.16,0.563,"5",-7.771,"1",0.0492,0.0381,0.00297,0.147,0.0859,139.623,315253,"4",FALSE,56,"Live From New York","6td3dp0Q2whXxXpvG8vXvP","6: Energy Pop"
"Jesus Culture","Sing Out - Live",47,"Jesus%20Culture%20Sing%20Out%20-%20Live%20%20","264NmAPrLUJucPQR4ahaer","0Onvkz1Nbs4wHXXUwOIGk8",0.389,0.92,"11",-6.832,"1",0.0616,0.000842,0.00000778,0.943,0.183,156.018,387200,"4",FALSE,24,"Unstoppable Love (Live)","67aSDWRmCuc3Kwh5JNg5CC","5: Live Songs"
"Jesus Culture","Weight Of Heaven - Live",46,"Jesus%20Culture%20Weight%20Of%20Heaven%20-%20Live%20%20","065FTktkGCR7fMnCbK0iXS","0Onvkz1Nbs4wHXXUwOIGk8",0.445,0.913,"10",-4.543,"1",0.0876,0.0183,0,0.834,0.133,119.925,263583,"4",FALSE,25,"Love Has A Name (Deluxe/Live)","5acKLBGuSEu7LkrXdG41PA","5: Live Songs"
"Jim Yosef","Firefly",49,"Jim%20Yosef%20Firefly%20%20","1YB2NnK2KrK9PdrJ0czdDB","40HDiLfKm0tXk2FxlJx6aO",0.382,0.886,"11",-6.173,"1",0.0532,0.0496,0.211,0.104,0.0912,129.98,256620,"4",FALSE,56,"Firefly","3xjkwdRVxpZVcFEbVzQ0dw","6: Energy Pop"
"Jim Yosef","Insurgence",35,"Jim%20Yosef%20Insurgence%20%20","6DJLLXDpi58LKMRNoEKHUB","40HDiLfKm0tXk2FxlJx6aO",0.473,0.74,"8",-7.001,"0",0.137,0.0861,0.802,0.109,0.106,128.061,260612,"4",FALSE,23,"Insurgence","79oaOhBmOMsmnWcFdm49du","1: Instrumental Songs"
"Jim Yosef","This Time",37,"Jim%20Yosef%20This%20Time%20%20","2oBtS9qActlVt6k91XBgeb","40HDiLfKm0tXk2FxlJx6aO",0.444,0.779,"1",-3.232,"1",0.0447,0.585,0.00000349,0.133,0.277,160.031,174238,"4",FALSE,16,"This Time","5qpfEZIvGyChRdd7rZyBEM","6: Energy Pop"
"Jimmy Buffett","Cheeseburger in Paradise",24,"Jimmy%20Buffett%20Cheeseburger%20in%20Paradise%20%20","6VeZ970uI0Yi6sjBgyFBrp","28AyklUmMECPwdfo8NEsV0",0.698,0.689,"2",-12.529,"1",0.0577,0.167,0.000119,0.0692,0.972,139.997,176093,"4",FALSE,59,"Son Of A Son Of A Sailor","56JCyRFdBu8cTxla0VrGLK","7: Dance Songs"
"Jimmy Buffett","Margaritaville",85,"Jimmy%20Buffett%20Margaritaville%20%20","4EEjMyQub6tgFVshlM9j1M","28AyklUmMECPwdfo8NEsV0",0.8,0.545,"2",-13.637,"1",0.0357,0.711,0.00191,0.104,0.861,124.943,250933,"4",FALSE,69,"Changes In Latitudes, Changes In Attitudes","3JWlQzyse21gwhqu2D6UQD","4: Sad Bops"
"Jimmy Durante","Frosty the Snowman",13,"Jimmy%20Durante%20Frosty%20the%20Snowman%20%20","3q8tJKCvgzBAjQDo088EwQ","5FNHfTn3yzVpqdUyWwej0v",0.572,0.374,"0",-10.227,"1",0.35,0.83,0,0.0625,0.943,178.349,176547,"4",FALSE,27,"A Holly Jolly Kids Christmas","66bqgLcqn7GNkBefi1c8m8","3: ""Speak"" Pop"
"Jimmy Eat World","The Middle",101,"Jimmy%20Eat%20World%20The%20Middle%20%20","6GG73Jik4jUlQCkKg9JuGO","3Ayl7mCk0nScecqOzvNp6s",0.643,0.849,"2",-5.428,"1",0.0526,0.0371,0,0.058,0.903,162.152,165853,"4",FALSE,83,"Bleed American","0UJhhj5bn5AGAjryFnhueP","7: Dance Songs"
"Joan","drive all night",100,"Joan%20drive%20all%20night%20%20","4aoW2LTaqrQEUM7NEjXT9T","3HXLY1sNXIxHfulrjPiRf5",0.542,0.758,"9",-5.032,"1",0.0313,0.000184,0.00000576,0.144,0.43,156.128,178480,"4",FALSE,57,"drive all night","78TUk7kEiX3jpnNh57a17A","6: Energy Pop"
"Joan","feeling like dancing",134,"Joan%20feeling%20like%20dancing%20%20","58lNjM2AgSPGv7aySQ0YL8","3HXLY1sNXIxHfulrjPiRf5",0.602,0.772,"0",-5.426,"1",0.0301,0.036,0.00000111,0.228,0.606,90.987,173034,"4",FALSE,40,"superglue","7yJj3Xtd94isVwPtGKkIao","8: Anthem Songs"
"Joan","flowers",85,"Joan%20flowers%20%20","2He2QW0xVTUl3mEKqWz62V","3HXLY1sNXIxHfulrjPiRf5",0.305,0.809,"11",-5.926,"1",0.0601,0.00974,0.0000167,0.15,0.549,172.582,192381,"4",FALSE,41,"superglue","7yJj3Xtd94isVwPtGKkIao","6: Energy Pop"
"Joan","loner",74,"Joan%20loner%20%20","5Om3piOR6ZnfNIr22KOoTw","3HXLY1sNXIxHfulrjPiRf5",0.451,0.808,"8",-6.426,"1",0.0479,0.00251,0.000777,0.113,0.51,170.027,166875,"4",FALSE,43,"superglue","7yJj3Xtd94isVwPtGKkIao","6: Energy Pop"
"Joan","simple",67,"Joan%20simple%20%20","3QHFE7K71MLf1iC0oEWDOZ","3HXLY1sNXIxHfulrjPiRf5",0.585,0.865,"5",-5.393,"0",0.037,0.00104,0.00442,0.101,0.778,96.985,172000,"4",FALSE,45,"superglue","7yJj3Xtd94isVwPtGKkIao","7: Dance Songs"
"Joan","superglue",63,"Joan%20superglue%20%20","6OJ4kuBYKCdlLwCAELUFVe","3HXLY1sNXIxHfulrjPiRf5",0.393,0.623,"8",-5.57,"1",0.0344,0.0026,0,0.0627,0.309,143.67,245679,"4",FALSE,58,"superglue","7yJj3Xtd94isVwPtGKkIao","6: Energy Pop"
"Joan","Take Me On",5,"Joan%20Take%20Me%20On%20%20","32nv9IfgbmIZG9LPAsYv1h","3HXLY1sNXIxHfulrjPiRf5",0.585,0.674,"7",-5.723,"0",0.037,0.388,0.0000196,0.263,0.233,120.076,210781,"4",FALSE,33,"portra","1vYK6K7KnpkvG2ifULBW0W","8: Anthem Songs"
"Joan Jett","I Hate Myself For Loving You",24,"Joan%20Jett%20I%20Hate%20Myself%20For%20Loving%20You%20%20","2HXixVqzzm9rEUIMAWzshl","1Fmb52lZ6Jv7FMWXXTPO3K",0.611,0.882,"9",-11.225,"1",0.0538,0.0847,0.00000108,0.192,0.605,117.932,246800,"4",FALSE,69,"Up Your Alley","2pkv3nrNrwtUdT8VNWwt5U","7: Dance Songs"
